,bitstring,ideal_real_amp,ideal_imag_amp,ideal_prob,google_noisy_prob,depolarize_single_0.0016_prob
3807,111011011111,0.011752974370254918,0.00482979027822455,0.00016145928067950134,0.000208,0.000234
3808,111011100000,0.010327306256234169,0.0094816851649449,0.0001965556080771896,0.000236,0.000214
3809,111011100001,0.004404265148153187,0.008782963868523374,9.653800581102389e-05,0.000178,0.000194
3810,111011100010,0.013118300458847515,0.015708080634119645,0.00041883360413660356,0.000168,0.000274
3811,111011100011,-0.008512529358725393,-0.0023478176233444857,7.797540367564869e-05,0.000186,0.000172
3812,111011100100,-0.017931368323222296,-0.004740942919864545,0.00034401050971247373,0.000154,0.00023
3813,111011100101,-0.008957466800812126,0.011340902011044884,0.0002088522699117733,0.00022,0.0002
3814,111011100110,-0.002303436353624782,0.017906826991818506,0.00032596027195012006,0.000166,0.00027
3815,111011100111,0.0038115441463562336,-0.007900931837295573,7.695259267721326e-05,0.00017,0.000188
3816,111011101000,0.02528345467776088,-0.010991772355673798,0.0007600721399613432,0.000368,0.000428
3817,111011101001,-0.00915152820891437,0.011377870027226821,0.00021320639491502193,0.000318,0.000236
3818,111011101010,-0.004342423734129627,-0.013631051595821862,0.00020466221149469005,0.000342,0.000244
3819,111011101011,0.009108904468792665,-0.0008194236671612235,8.364359576789495e-05,0.000122,0.000192
3820,111011101100,0.0041921310370916925,0.03782460511657608,0.0014482747148570607,0.000556,0.000692
3821,111011101101,-0.006131271194373223,-0.005893162581784649,7.232185167429755e-05,0.000178,0.000158
3822,111011101110,-0.004223980513958193,0.008053147901433378,8.269520250465934e-05,0.000176,0.0002
3823,111011101111,-0.0004971114287010531,-0.002114560015391861,4.71848383123923e-06,7.6e-05,0.000174
3824,111011110000,0.0102167600815408,0.006911200430504191,0.0001521468779543669,0.000172,0.000188
3825,111011110001,0.0022420908056641465,-0.0006918389057813832,5.505612252396483e-06,0.000146,0.000158
3826,111011110010,-0.0033869225434300636,0.02295637539732623,0.0005384664156981597,0.000516,0.000338
3827,111011110011,-0.014164565260735888,-0.012686003820172135,0.00036156960195106794,0.000266,0.000284
3828,111011110100,-0.003204820128812992,-0.011143710558398417,0.0001344531570674053,0.000166,0.000192
3829,111011110101,0.006542115296446336,-0.002553075699703083,4.931746808041151e-05,0.000166,0.00019
3830,111011110110,-0.011069628556910977,0.012601352269521741,0.00028133075540855975,0.000184,0.000264
3831,111011110111,-0.011137237267547964,-0.016980906440987934,0.0004123892375112448,0.00029,0.000308
3832,111011111000,-0.00020990042625445866,0.0027537519634417817,7.627208065101272e-06,0.000116,0.000166
3833,111011111001,0.022265352441662202,0.009783705274834409,0.0005914668082562557,0.000266,0.000376
3834,111011111010,0.0017426316580128678,0.010216306118655191,0.00010740967580558017,0.000132,0.000176
3835,111011111011,0.007273280869488947,-0.006449248255605878,9.449341766890935e-05,0.000134,0.000204
3836,111011111100,0.026564779421480625,0.0286661213283745,0.001527434017725008,0.00041,0.000712
3837,111011111101,-0.014436321058355166,-0.0007833932203772636,0.00020902107063764188,0.000162,0.00026
3838,111011111110,-0.008900333540475333,0.0012408748854641368,8.075570761308581e-05,0.000112,0.000156
3839,111011111111,-0.008996409330354555,0.009114373838615896,0.00016400719130933635,0.000162,0.000184
3840,111100000000,-0.007227429686599367,-0.020155196253475244,0.00045846767589084037,0.000288,0.000326
3841,111100000001,0.007515349565473115,-0.009417519403956527,0.00014517015081515463,0.000266,0.000208
3842,111100000010,0.021708487915225,0.016629532822314587,0.0007477998094539079,0.000526,0.000432
3843,111100000011,0.009159537014666522,0.009600302275356569,0.00017606292210126264,0.000304,0.000284
3844,111100000100,0.003672348975338231,0.007760227828836459,7.370728295211559e-05,0.000218,0.000218
3845,111100000101,-0.022705462760311827,0.0005081738173674782,0.0005157962797885649,0.000242,0.00032
3846,111100000110,0.0006740741302230061,-0.002631259103526939,7.377900402929294e-06,0.000158,0.000162
3847,111100000111,0.001243023138711245,-0.00053787059740025,1.8344113029192568e-06,0.000124,0.000162
3848,111100001000,-0.0058490827926115305,0.002435599759416788,4.014391570289541e-05,0.000144,0.000174
